Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
7/2/14,transport,transport,2014-07-02T19:50:50-05:00,2014-07-02T21:49:38-05:00,7128,998.345,0,0
7/2/14,walking,walking,2014-07-02T21:54:49-05:00,2014-07-02T22:05:40-05:00,651,0.343,460,36
7/2/14,transport,transport,2014-07-02T22:05:40-05:00,2014-07-02T22:56:39-05:00,3059,39.900,0,0
7/2/14,walking,walking,2014-07-02T23:06:43-05:00,2014-07-02T23:07:32-05:00,49,0.027,87,3
7/3/14,walking,walking,2014-07-03T08:08:32-05:00,2014-07-03T08:10:32-05:00,120,0.057,182,6
7/3/14,walking,walking,2014-07-03T09:03:16-05:00,2014-07-03T09:11:16-05:00,480,0.326,698,34
7/3/14,transport,transport,2014-07-03T09:52:07-05:00,2014-07-03T10:01:34-05:00,567,4.388,0,0
7/3/14,walking,walking,2014-07-03T10:01:33-05:00,2014-07-03T11:17:36-05:00,4563,5.162,8025,541
7/3/14,transport,transport,2014-07-03T11:17:36-05:00,2014-07-03T11:27:18-05:00,582,4.051,0,0
7/3/14,walking,walking,2014-07-03T11:29:02-05:00,2014-07-03T11:30:02-05:00,60,0.035,111,4
7/3/14,walking,walking,2014-07-03T12:15:27-05:00,2014-07-03T12:17:57-05:00,150,0.118,253,12
7/3/14,transport,transport,2014-07-03T12:33:48-05:00,2014-07-03T12:48:22-05:00,874,4.795,0,0
7/3/14,walking,walking,2014-07-03T12:48:38-05:00,2014-07-03T12:50:38-05:00,120,0.114,243,12
7/3/14,walking,walking,2014-07-03T13:22:07-05:00,2014-07-03T13:23:07-05:00,60,0.032,101,3
7/3/14,transport,transport,2014-07-03T13:23:45-05:00,2014-07-03T13:33:37-05:00,592,2.999,0,0
7/3/14,walking,walking,2014-07-03T13:33:38-05:00,2014-07-03T13:36:23-05:00,165,0.052,167,5
7/3/14,walking,walking,2014-07-03T14:31:43-05:00,2014-07-03T14:33:13-05:00,90,0.057,182,6
7/3/14,walking,walking,2014-07-03T16:40:23-05:00,2014-07-03T16:40:53-05:00,30,0.022,71,2
7/3/14,walking,walking,2014-07-03T17:02:09-05:00,2014-07-03T17:04:12-05:00,123,0.087,186,9
7/3/14,walking,walking,2014-07-03T18:07:09-05:00,2014-07-03T18:08:09-05:00,60,0.019,60,2
7/3/14,walking,walking,2014-07-03T19:10:36-05:00,2014-07-03T19:19:06-05:00,510,0.331,709,35
7/3/14,walking,walking,2014-07-03T20:04:34-05:00,2014-07-03T20:05:04-05:00,30,0.012,40,1
7/3/14,walking,walking,2014-07-03T21:03:01-05:00,2014-07-03T21:09:33-05:00,392,0.275,591,29
7/3/14,walking,walking,2014-07-03T22:27:27-05:00,2014-07-03T22:32:18-05:00,291,0.195,418,20
7/3/14,walking,walking,2014-07-03T23:00:00-05:00,2014-07-03T23:00:39-05:00,39,0.018,58,2
7/4/14,walking,walking,2014-07-04T07:41:32-05:00,2014-07-04T07:43:02-05:00,90,0.034,111,4
7/4/14,walking,walking,2014-07-04T09:28:07-05:00,2014-07-04T09:30:37-05:00,150,0.122,263,13
7/4/14,walking,walking,2014-07-04T10:10:13-05:00,2014-07-04T10:11:43-05:00,90,0.038,121,4
7/4/14,walking,walking,2014-07-04T11:56:38-05:00,2014-07-04T11:57:38-05:00,60,0.029,91,3
7/4/14,walking,walking,2014-07-04T12:10:44-05:00,2014-07-04T12:11:44-05:00,60,0.025,81,3
7/4/14,walking,walking,2014-07-04T13:03:30-05:00,2014-07-04T13:07:00-05:00,210,0.142,303,15
7/4/14,walking,walking,2014-07-04T14:10:15-05:00,2014-07-04T14:12:15-05:00,120,0.057,182,6
7/4/14,walking,walking,2014-07-04T15:11:11-05:00,2014-07-04T15:12:41-05:00,90,0.047,152,5
7/4/14,walking,walking,2014-07-04T16:06:41-05:00,2014-07-04T16:07:14-05:00,33,0.018,58,2
7/4/14,walking,walking,2014-07-04T17:25:06-05:00,2014-07-04T17:26:11-05:00,65,0.024,77,3
7/4/14,transport,transport,2014-07-04T17:29:14-05:00,2014-07-04T17:40:08-05:00,654,5.999,0,0
7/4/14,walking,walking,2014-07-04T17:40:12-05:00,2014-07-04T17:41:42-05:00,90,0.053,172,6
7/4/14,walking,walking,2014-07-04T18:20:56-05:00,2014-07-04T18:23:45-05:00,169,0.119,255,12
7/4/14,walking,walking,2014-07-04T19:00:00-05:00,2014-07-04T19:00:41-05:00,41,0.022,69,2
7/4/14,walking,walking,2014-07-04T20:00:50-05:00,2014-07-04T20:05:38-05:00,288,0.163,351,17
7/4/14,walking,walking,2014-07-04T22:30:12-05:00,2014-07-04T22:34:01-05:00,229,0.171,229,18
7/5/14,walking,walking,2014-07-05T07:24:42-05:00,2014-07-05T07:25:21-05:00,39,0.013,42,1
7/5/14,walking,walking,2014-07-05T08:00:00-05:00,2014-07-05T08:01:28-05:00,88,0.037,119,4
7/5/14,walking,walking,2014-07-05T09:33:47-05:00,2014-07-05T09:34:17-05:00,30,0.009,20,1
7/5/14,walking,walking,2014-07-05T10:12:59-05:00,2014-07-05T10:14:29-05:00,90,0.044,142,5
7/5/14,walking,walking,2014-07-05T11:31:47-05:00,2014-07-05T11:33:20-05:00,93,0.042,135,4
7/5/14,transport,transport,2014-07-05T11:43:14-05:00,2014-07-05T11:50:59-05:00,465,3.894,0,0
7/5/14,walking,walking,2014-07-05T11:50:59-05:00,2014-07-05T12:03:30-05:00,751,0.907,1592,95
7/5/14,running,running,2014-07-05T12:03:30-05:00,2014-07-05T12:06:00-05:00,150,0.280,375,35
7/5/14,walking,walking,2014-07-05T12:06:00-05:00,2014-07-05T13:00:30-05:00,3270,3.961,7228,415
7/5/14,transport,transport,2014-07-05T13:00:30-05:00,2014-07-05T13:15:33-05:00,903,4.770,0,0
7/5/14,walking,walking,2014-07-05T13:19:29-05:00,2014-07-05T13:20:58-05:00,89,0.028,90,3
7/5/14,walking,walking,2014-07-05T14:47:47-05:00,2014-07-05T14:48:17-05:00,30,0.016,51,2
7/5/14,transport,transport,2014-07-05T15:01:03-05:00,2014-07-05T15:17:51-05:00,1008,4.656,0,0
7/5/14,walking,walking,2014-07-05T15:17:50-05:00,2014-07-05T15:19:51-05:00,121,0.127,173,13
7/5/14,walking,walking,2014-07-05T15:28:17-05:00,2014-07-05T15:42:58-05:00,881,0.497,1066,52
7/5/14,walking,walking,2014-07-05T16:00:00-05:00,2014-07-05T16:04:19-05:00,259,0.159,342,17
7/5/14,transport,transport,2014-07-05T16:23:39-05:00,2014-07-05T16:46:07-05:00,1348,5.089,0,0
7/5/14,walking,walking,2014-07-05T16:51:27-05:00,2014-07-05T16:55:54-05:00,267,0.191,410,20
7/5/14,walking,walking,2014-07-05T17:45:43-05:00,2014-07-05T17:46:13-05:00,30,0.009,31,1
7/5/14,walking,walking,2014-07-05T18:46:20-05:00,2014-07-05T18:47:50-05:00,90,0.035,112,4
7/5/14,walking,walking,2014-07-05T19:35:40-05:00,2014-07-05T19:36:40-05:00,60,0.019,61,2
7/5/14,walking,walking,2014-07-05T20:59:51-05:00,2014-07-05T21:00:22-05:00,31,0.013,40,1
7/5/14,walking,walking,2014-07-05T22:34:30-05:00,2014-07-05T22:35:00-05:00,30,0.016,51,2
7/6/14,walking,walking,2014-07-06T06:49:31-05:00,2014-07-06T06:51:01-05:00,90,0.035,111,4
7/6/14,walking,walking,2014-07-06T07:04:01-05:00,2014-07-06T07:08:15-05:00,254,0.119,224,12
7/6/14,walking,walking,2014-07-06T08:00:00-05:00,2014-07-06T08:01:46-05:00,106,0.037,121,4
7/6/14,walking,walking,2014-07-06T09:23:21-05:00,2014-07-06T09:25:21-05:00,120,0.060,192,6
7/6/14,walking,walking,2014-07-06T11:40:15-05:00,2014-07-06T11:41:18-05:00,63,0.023,75,2
7/6/14,walking,walking,2014-07-06T12:04:31-05:00,2014-07-06T12:07:31-05:00,180,0.132,284,14
7/6/14,walking,walking,2014-07-06T13:24:00-05:00,2014-07-06T13:29:33-05:00,333,0.169,362,18
7/6/14,transport,transport,2014-07-06T13:44:12-05:00,2014-07-06T14:00:09-05:00,957,4.180,0,0
7/6/14,walking,walking,2014-07-06T14:00:11-05:00,2014-07-06T14:09:41-05:00,570,0.311,668,33
7/6/14,transport,transport,2014-07-06T14:15:12-05:00,2014-07-06T14:24:05-05:00,533,3.129,0,0
7/6/14,walking,walking,2014-07-06T14:28:13-05:00,2014-07-06T14:29:13-05:00,60,0.019,61,2
7/6/14,walking,walking,2014-07-06T15:19:34-05:00,2014-07-06T15:22:04-05:00,150,0.099,213,10
7/6/14,walking,walking,2014-07-06T16:00:15-05:00,2014-07-06T16:02:15-05:00,120,0.104,223,11
7/6/14,walking,walking,2014-07-06T17:24:42-05:00,2014-07-06T17:25:42-05:00,60,0.038,122,4
7/6/14,transport,transport,2014-07-06T17:36:49-05:00,2014-07-06T18:08:39-05:00,1910,29.109,0,0
7/6/14,walking,walking,2014-07-06T18:09:22-05:00,2014-07-06T18:10:52-05:00,90,0.047,152,5
7/6/14,walking,walking,2014-07-06T19:10:23-05:00,2014-07-06T19:10:53-05:00,30,0.009,30,1
7/6/14,walking,walking,2014-07-06T19:37:14-05:00,2014-07-06T19:46:46-05:00,572,0.357,836,37
7/6/14,walking,walking,2014-07-06T19:52:34-05:00,2014-07-06T20:01:15-05:00,521,0.329,836,34
7/6/14,transport,transport,2014-07-06T20:01:14-05:00,2014-07-06T20:35:20-05:00,2046,29.790,0,0
7/6/14,walking,walking,2014-07-06T20:37:16-05:00,2014-07-06T20:38:16-05:00,60,0.022,71,2
7/6/14,transport,transport,2014-07-06T20:50:22-05:00,2014-07-06T20:53:15-05:00,173,1.152,0,0
7/6/14,walking,walking,2014-07-06T20:53:15-05:00,2014-07-06T20:55:15-05:00,120,0.038,122,4
7/6/14,transport,transport,2014-07-06T20:55:16-05:00,2014-07-06T20:58:58-05:00,222,1.146,0,0
7/6/14,walking,walking,2014-07-06T20:59:46-05:00,2014-07-06T21:01:46-05:00,120,0.048,152,5
7/6/14,walking,walking,2014-07-06T22:24:26-05:00,2014-07-06T22:24:56-05:00,30,0.009,30,1
